text,product,target,clean
Sugar &amp; Gold play Fitzgerald's in Houston tonight on their way to #SXSW. Free Show! Bodyaches Remix EP now... {link},,1,sugar gold play fitzgerald houston tonight sxsw free show bodyaches remix link
"Droid &amp; Mac here :) RT @mention My #agnerd confession, using laptop, iPad &amp; blackberry to follow #SXSW from afar to see #agchat rock",,1,droid agnerd confession using laptop ipad blackberry follow sxsw afar agchat rock
My #AT&amp;T iPhone user friends keep borrowing my #Verizon iPhone to chk their #sxsw schedules...their networks are ridiculously slow! :-),iPhone,2,iphone user friend keep borrowing verizon iphone sxsw schedule network ridiculously slow
#SXSW #tip10 Make sure to bring your iPhone charger with you. You can recharge while you are at a party. #cnnsxsw {link},,1,sxsw tip make sure bring iphone charger recharge party cnnsxsw link
Google Impact to be available in &quot;the next months&quot;. Sign up at bavc.org/impact #swesxsw #SXSW #yam #bavcid,,1,google impact available quot next month quot sign bavc impact swesxsw sxsw yam bavcid
Got the iPad 2 at Apple's pop-up store in downtown Austin! #SXSW {link},iPad,2,ipad apple store downtown austin sxsw link
want an ipad 2? here is your chance: Apple opening up a temporary store for #SXSW {link}  via @mention,,1,want ipad chance apple opening temporary store sxsw link
So many iPad 2's at  #SxSW. I used to be cool.,,1,many ipad sxsw used cool
"Lots of iPad 2s here, but no Motorola XOOMs #sxsw #tabletwars",,1,lot ipad motorola xooms sxsw tabletwars
Lost an iPad at the Sterling #SXSW keynote? Found one and just turned it into lost and found.,,1,lost ipad sterling sxsw keynote found turned lost found
Coolest iPad case ever!  It's an etch-a-sketch #sxsw  {link},iPad,2,coolest ipad case ever etch sketch sxsw link
Coolest iPad case ever!  It's an etch-a-sketch #sxsw  {link} via @mention,Other Apple product or service,2,coolest ipad case ever etch sketch sxsw link
Put the iPad down idiot! #SMComedyFyeah #SxSW,iPad,0,ipad idiot smcomedyfyeah sxsw
Getting ipad envy on this flight to #sxsw,iPad,2,getting ipad envy flight sxsw
Serious iPad envy. Toting around one's Macbook Pro + cord will do that to a girl. #sxsw :(,iPad,2,serious ipad envy toting around macbook cord girl sxsw
Took an ipad from work for #SXSW - now i have to figure out what i'm gonna need on it while i'm there.,,1,took ipad work sxsw figure gonna need
"The new iPad is like fight club, you don't talk about fight club   #SXSW",,1,ipad like fight club talk fight club sxsw
Hmm the iPad only charged to 81% last night.  Am I worried about making it through a full day of #sxsw? No.,iPad,2,ipad charged last night worried making full sxsw
"Friday.
Ipad ordered.
Midway toured.
Shaping up to be a great day
Almost forgot I am not going to #SXSW ...
#toocoolforsxswanyway",iPad,2,friday ipad ordered midway toured shaping great almost forgot going sxsw toocoolforsxswanyway
Apple's iPad pop-up shop - {link} #sxsw,Apple,2,apple ipad shop link sxsw
"iphone, ipad, mac Oh my! #agchat,#sxsw",,2,iphone ipad agchat sxsw
Have an iPad? Download the BroadFeed app for better content delivery: {link} #SXSW,iPad or iPhone App,2,have ipad download broadfeed better content delivery link sxsw
Need an iPad? You can get one at the #Apple pop-up store at #SXSW! {link},,1,need ipad apple store sxsw link
#sxsw #japan #sendai #prayforjapan #beforetwitter #iPad #tiesto #hotel #airplane #food,,1,sxsw japan sendai prayforjapan beforetwitter ipad tiesto hotel airplane food
I'm at a panel about flipboard - one of my fave iPad apps #SXSW,iPad or iPhone App,2,panel flipboard fave ipad apps sxsw
@mention panel hashtag for your mom has an iPad: #yourmom #sxsw #winning,,1,panel hashtag ipad yourmom sxsw winning
My first panel of #sxsw day2 Indie iPhone development #gaming #iphone,,1,first panel sxsw indie iphone development gaming iphone
"Saw a company today ready to launch, sounds a lot like Google Circles, but with actual personal privacy www.mycube.com #sxsw",Other Google product or service,1,company today ready launch sound like google circle actual personal privacy mycube sxsw
Smart company. RT @mention It's not a rumor: Apple opening up a temporary store in downtown Austin for #SXSW &amp;iPad 2 launch bit.ly/g03MZB,Apple,2,smart company rumor apple opening temporary store downtown austin sxsw ipad launch
Smart company...Apple to set to open pop-up shop in core of #SXSW action...  {link} #apple,Apple,2,smart company apple open shop core sxsw action link apple
Final preparations for launch underway. Join up tomorrow - 03/10 - we've got a special Android promotion starting then! #SXSW,Android,2,final preparation launch underway join tomorrow special android promotion starting sxsw
"No beach parties. But Apple, Apps and Analytics! #GeekSpringBreak #SXSW Style ;) ÛÏ@mention Time to start packing&quot;",Apple,2,beach party apple apps analytics geekspringbreak sxsw style time start packing quot
Google's party at #SXSW is a huge antigov lobbying initiative invoking privacy #puregenius  {link},Other Google product or service,2,google party sxsw huge antigov lobbying initiative invoking privacy puregenius link
"Ain't no party like a Google party, cause a Google party got tacos n ice cream #SXSW",Google,2,party like google party cause google party taco cream sxsw
@mention Party photobooth #sxsw #donthate {link} @mention,,1,party photobooth sxsw donthate link
"Vinh: Flipboard is a step forward for iPad mags, those that get it right will go down this path - not the Wired path #sxsw",Other Apple product or service,2,vinh flipboard step forward ipad mag right path wired path sxsw
Kindda expected &quot;@mention apparently the line to get an iPad at the  #sxsw store grew by 2 blocks to 5 blocks in the past 30 mins. WUT.&quot;,,1,kindda expected quot apparently line ipad sxsw store grew block block past min quot
Google expected to release new uber social sharing at #sxsw : Circles. your thoughts? {link},Google,2,google expected release uber social sharing sxsw circle thought link
Just stopped at the pop up Apple store.....lame!z!  Come on Apple you can still cut the weight in half. #sxsw,Apple,0,just stopped apple store lame come apple still weight half sxsw
"I have a pen and paper, an iPhone, &amp;  iPad at my immediate use for this session on media analytics. Now just need to not hit the #sxsw wall.",,1,paper iphone ipad immediate session medium analytics need sxsw wall
Win an #OpenBeta6 iPad @mention this #sxsw panel {link}  today @mention 11! #usguys cc @mention  #DgtlTribe #sxswbuffalo,,1,openbeta ipad sxsw panel link today usguys dgtltribe sxswbuffalo
Apple's opening a temporary store in downtown Austin to sell iPads during #sxsw {link} via @mention,,1,apple opening temporary store downtown austin sell ipads sxsw link
The good people at @mention are covering the iPad 2 launch live at the Apple pop-up store in Austin at #SXSW {link},,1,good people covering ipad launch live apple store austin sxsw link
Over 300 people in line at Apple store in downtown Austin! #iPad2 #sxsw,,1,over people line apple store downtown austin ipad sxsw
@mention Peter Cashmore on the iPad 2: it's only a minor improvement. Not worth it unless you have money to burn. #SXSW,iPad,0,peter cashmore ipad minor improvement worth unless money burn sxsw
Need to upgrade to the iPhone 4 asap. This taking pics without a flash blows on the 3GS. #EhTeam #SXSW,,1,need upgrade iphone asap this taking pic without flash blow ehteam sxsw
{link} #iphone #kneejockey #ftw #sxsw,,1,link iphone kneejockey ftw sxsw
"Verizon IPhone at #SXSW = 5 bars, baby.  Suck on that, AT&amp;T!",iPhone,2,verizon iphone sxsw bar baby suck
Awesome iPhone cases for @mention here at #sxsw!,iPhone,2,awesome iphone case sxsw
Awesome iPhone charging lockers at the registrant's lounge  #sxsw {link},iPhone,2,awesome iphone charging locker registrant lounge sxsw link
Getting iPhone juiced by the #Sonos team at #sxsw next to Apple store in Austin gotta love it {link},iPhone,2,getting iphone juiced sonos team sxsw next apple store austin gotta love link
Wow. My iPhone just dropped off the side of the Iron Cactus balcony AND THE SCREEN DIDN'T SHATTER! Amazing. #SXSW #fb,iPhone,2,iphone dropped side iron cactus balcony screen didn shatter amazing sxsw
Another iPhone related dream: I invented an app that dispenses chili-cheese waffle fries.  #sxsw #allcomfortfooddiet,,1,another iphone related dream invented dispenses chili cheese waffle fry sxsw allcomfortfooddiet
Verizon iPhones Fell Back an Hour Instead of Springing Ahead {link} #sxsw #tech,,1,verizon iphones fell back hour instead springing ahead link sxsw tech
#SXSW + #PHOTOGRAPHY + #ANDROID = many live photos.  Watch this live feed here:  {link},,1,sxsw photography android many live photo watch live feed link
#SXSW + #PHOTOGRAPHY + #iPhone = many live photos &amp; vids.  Watch this live feed here:  {link},,1,sxsw photography iphone many live photo vids watch live feed link
Lightbox Photos Wants To Be Your New #Android Camera App ( #SXSW) {link},,1,lightbox photo want your android camera sxsw link
Lightbox Photos Wants To Be Your New Android Camera App (SXSW) [TechCrunch] {link} #Sxsw #Android,,1,lightbox photo want your android camera sxsw techcrunch link sxsw android
Lightbox Photos Wants To Be Your New Android Camera App (SXSW) {link} #Android #iPhone #NewAndroid #SXSW,,1,lightbox photo want your android camera sxsw link android iphone newandroid sxsw
Lightbox Photos Wants To Be Your New Android Camera App {link} #SXSW,Android App,2,lightbox photo want your android camera link sxsw
@mention Picked up mophie juice boost pack for iPhone. This chick -and wknd- calls for ample juice #SXSW // 'hight-tech energy drink',,1,picked mophie juice boost pack iphone this chick wknd call ample juice sxsw hight tech energy drink
"Line of ppl around the block. #sxsw party? No, Apple store! Insane!  {link}",,1,line around block sxsw party apple store insane link
It was a plane full of Gogglers! And it was Google marketer who told a friend he liked community reading newspapers brings!  #sxsw,Google,2,plane full gogglers google marketer told friend liked community reading newspaper brings sxsw
"Woman on plane next to me has a Nook, Blackberry Curve, Android and iPad in her purse. #sxsw!",,1,woman plane next nook blackberry curve android ipad purse sxsw
#SXSW: Apple doing 'i' business at key music event {link} (via @mention,,1,sxsw apple business music event link
Random Apple Fan just bought lunch for everyone in line at #SXSW Popup Apple Store #ipad2,,1,random apple bought lunch everyone line sxsw popup apple store ipad
